vf_precinct_id,vf_precinct_county,vf_precinct_ward,vf_precinct_name,vf_precinct_code,vf_precinct_count
221506,HOUSTON,5,VHS - Veterans High School,VHS,1902
221186,ELBERT,5,189 - Elberton,189,2380
221229,GWINNETT,1,156 - Baycreek J,156,1688
221254,GWINNETT,4,079 - Cates K,79,981
221730,LIBERTY,1,03 - Dorchester,3,1761
22548,CHEROKEE,4,006 - Bells,6,1887
222506,COLUMBIA,4,020 - Harlem Middle School,20,943
222587,WILCOX,3,3A - Pitts #3,03A,477
221794,BANKS,3,0011 - Poplar Springs,11,706
2222,DEKALB,1,WL - Winters Chapel,WL,769
22696,MUSCOGEE,2,106 - Cornerstone,106,2473
222087,CHATHAM,7,7-3 C - P B Edwards Gym,7-3 C,948
222055,CHATHAM,8,8-5 C - West Broad St Ymca,8-5 C,820
22885,FULTON,,11N,11N,1002
22709,GWINNETT,4,010 - Cates A,10,1096
22697,CLAYTON,8,MO7 - Morrow 7,MO7,959
221810,HARRIS,2,WH - Whitesville,WH,640
221814,CHEROKEE,3,008 - Bradshaw,8,1523
221063,CHATHAM,5,5-8 C - Savannah Primit,5-8 C,867
221165,COBB,1,AC1C - Acworth 1c,AC1C,2094
22442,COBB,7,OR02 - Oregon 02,OR02,1524
222562,CHARLTON,4,4 - Homeland,4,850
22799,CARROLL,6,1371 - Burwell,1371,653
2213,GWINNETT,3,125 - Pinckneyville Z,125,759
22791,FULTON,3,HP01,HP01,2043
22617,FULTON,5,JC08,JC08,1329
221406,CHATHAM,4,4-10C - Guard House Comm Ctr,4-10C,800
22507,COBB,5,RW01 - Roswell 01,RW01,1176
221427,WHITE,LRG,051 - Mt Yonah,51,1943
221411,MUSCOGEE,7,112 - Eddy/Key,112,2223
22985,HALL,,030 - New Holland,30,1025
222294,WHITFIELD,LRG,AN - Antioch,AN,1133
222267,FULTON,,01C1,01C1,655
221893,SCREVEN,5,12 - Foys Store,12,154
22184,FULTON,,06R,06R,977
222440,FRANKLIN,LRG,01 - Carnesville,1,808
22923,CLAYTON,9,MO8 - Morrow 8,MO8,1248
22563,CHEROKEE,5,016 - Dixie,16,2487
222638,LINCOLN,3,3-A - Faith Temple Of Linc,03-A,244
221968,CHATHAM,5,5-6 C - Wilder Memorial Bapt,5-6 C,1303
221661,TROUP,5,16 - Northside,16,1362
222307,WILKES,2,2A - Young Farmers Bldg,02A,616
22343,COLUMBIA,2,070 - Blanchard Park,70,931
222291,GREENE,1,005 - Siloam,5,587
221641,WORTH,1,01 - Sylvester,1,1496
22376,PEACH,3,F3 - Fort Valley #3,F3,1985
22718,MUSCOGEE,1,102 - Carver/Mack,102,2413
222618,SCREVEN,6,05 - Rocky Ford,5,276
222161,JENKINS,1,1 - Jenkins Co Prim/Elem,1,562
221175,OCONEE,LRG,10 - Malcom Bridge,10,1459
221996,WILKES,1,1 - Senior Citizen Cente,1,838
2261,FULTON,,07M,07M,1429
22282,DEKALB,1,GD - Georgetown Sq,GD,2500
221800,SUMTER,4,W-27 - Ag Center,W-27,1116
22529,FULTON,5,JC02,JC02,673
222378,WILKINSON,1,10 - Ramah,10,884
222335,CHATHAM,2,2-3 C - W. W. Law Center,2-3 C,926
22857,DEKALB,1,HF - Huntley Hills Elem,HF,1552
222775,CHARLTON,5,5W - Winokur,05W,142
221373,MURRAY,LRG,1039 - Shuck Pen,1039,1419
221565,COLUMBIA,3,062 - Redeemer Church,62,1273
221796,HALL,2,035 - Friendship III,35,1977
222209,WORTH,4,12 - Bridgeboro,12,621
22576,FULTON,,08D,08D,678
22259,DEKALB,5,FL - Flat Shoals Library,FL,1120
22292,CLARKE,2,02B,02B,2322
221662,COBB,5,WL01 - Willeo 01,WL01,1127
22897,COBB,5,SI01 - Simpson 01,SI01,748
22871,CARROLL,3,640 - V R County South,640,1192
221765,CLAYTON,4,OAK2 - Oak 2,OAK2,1061
221612,NEWTON,3,12 - Gum Creek,12,1716
22118,DEKALB,3,MB - McNair High,MB,1745
221769,WAYNE,2,2D - Red Hill,02D,577
22569,FULTON,3,SS10,SS10,1451
22937,FULTON,6,EP09,EP09,1053
221697,TIFT,6,09 - Tifton Northwest,9,1605
221802,FULTON,2,AP09B,AP09B,319
222617,CLINCH,5,Fargo,F,150
221894,HALL,2,034 - Friendship II,34,1744
222808,DODGE,4,Jaybird,JAYBI,107
22894,CLARKE,1,08B,08B,1064
222332,LAMAR,2,1712B - Senior Citzen  Bldg,1712B,690
221774,PEACH,4,B1 - Byron #1,B1,1207
22542,DEKALB,4,SH - Smoke Rise,SH,913
221931,TATTNALL,3,7 - East Glennville,7,943
221136,DOUGHERTY,1,25 - Christ Church,25,811
2270,DEKALB,5,HH - Narvie J Harris Elem,HH,1460
221143,TOOMBS,,512 - S.T.I.,512,700
221054,CARROLL,6,1533 - Tyus,1533,803
22691,RICHMOND,4,404,404,1585
222804,JEFF DAVIS,200,201 - Altamaha 1,201,373
22876,SPALDING,2,08 - Boy Scouts Hdqtrs,8,841
2271,COBB,6,VG03 - Vinings 03,VG03,2266
222108,FRANKLIN,LRG,02 - Welborn,2,490
221389,NEWTON,1,06 - Brewers,6,1521
221555,COBB,1,KE5A - Kennesaw 5a,KE5A,1398
222008,BEN HILL,5,4 - Special East,4,498
221164,THOMAS,,120 - Scott,120,1358
222632,OGLETHORPE,2,GC - Grove Creek,GC,242
222542,CHATHAM,2,2-6 C - Riverside Baptist Ch,2-6 C,282
222582,JONES,4,03 - Roberts,3,1280
22598,ROCKDALE,,OT - Olde Towne,OT,2777
222050,WALTON,6,424 - Bay Creek,424,1225
22890,JACKSON,5,1765 - Porter,1765,1631
221363,BIBB,4,HA4 - Hazzard 4,HA4,807
22999,WHITFIELD,LRG,WS - Westside,WS,1241
221006,BARTOW,4,14 - Taylorsville,14,1158
22174,FULTON,4,SC18B,SC18B,2288
221767,STEPHENS,LRG,2 - Toccoa #2,2,1435
22644,UPSON,5,1336 - Reeves,1336,927
22570,DEKALB,4,OA - Oak Grove Elem,OA,997
222746,COLQUITT,4,0007 - Autreyville,7,720
222083,HEARD,4,Enon Grove,ENO,510
221242,FULTON,2,AP13,AP13,1146
22457,COLUMBIA,2,076 - Marvin Methodist,76,1099
222171,TROUP,2,09 - Mountville,9,779
2260,CHATHAM,6,6-10C - Georgetown Elementar,6-10C,1923
222532,TIFT,6,08 - Ty Ty,8,592
22509,DEKALB,6,ST - Stephenson Middle,ST,1482
22565,PICKENS,LRG,02 - Hill,2,768
221901,COLUMBIA,2,110 - Mtz Col Fire Hdqtr.,110,717
221128,BARROW,3,16,16,2183
221739,BUTTS,2,BCCC - Butts Co Comm Center,BCCC,1932
222049,LONG,3,3 - South Ludowici,3,675
2284,COBB,5,FP01 - Fullers Park 01,FP01,1457
222620,BERRIEN,4,1148 - Upper Tenth,1148,406
22801,COWETA,2,09 - Grantville,9,1231
222390,FRANKLIN,LRG,06 - Royston,6,1030
22749,FULTON,,12B,12B,1067
22911,COBB,1,NC01 - North Cobb 01,NC01,911
22242,FULTON,,06A,06A,2123
221208,CARROLL,5,1122 - Sandhill,1122,1797
2276,FULTON,7,SS25,SS25,687
221873,BIBB,5,VV4 - Vineville 4,VV4,1012
222577,TELFAIR,6,Lumber-City,LU,690
221341,CARROLL,4,682 - Whitesburg,682,930
22326,COWETA,2,15 - Smokey Road,15,1103
222655,HANCOCK,4,Sparta,4,727
22367,COBB,5,SM01 - Sewell Mill 01,SM01,1370
222255,FULTON,6,CP05B,CP05B,96
2234,EFFINGHAM,3,03D,03D,1143
222464,GORDON,LRG,1063 - Pine Chapel,1063,483
222309,FULTON,3,SS07B,SS07B,300
22630,COBB,,MR4C - Marietta 4c,MR4C,1267
222585,CALHOUN,2,2 - Morgan,2,377
222449,MERIWETHER,2,12 - Third-Durand,12,369
221700,RICHMOND,2,205,205,755
221150,SEMINOLE,5,Precinct 5,5,663
222436,FANNIN,LRG,Fairplay,FAIR,479
22674,FULTON,,12E1,12E1,799
221986,GREENE,2,003 - Woodville,3,361
22211,COLUMBIA,1,137 - Christ The King Ch,137,818
222387,FULTON,6,SC17A,SC17A,34
222088,RICHMOND,8,810,810,115
221597,GWINNETT,4,049 - Garners C,49,1116
221286,COWETA,1,01 - Senoia,1,1978
222386,MORGAN,4,05 - Clacks Chapel,5,224
222061,FULTON,6,SC19A,SC19A,117
221674,CLAYTON,8,LC1 - Lake City,LC1,1515
222154,EARLY,1,Hilton,H,184
22611,DOUGLAS,1,784 - Factory Shoals,784,1601
221330,GLYNN,2,2943 - First Baptist,2943,2845
22714,DEKALB,3,MP - McNair Middle,MP,854
22866,COBB,3,PS2A - Powder Springs 2a,PS2A,1502
221160,FULTON,7,SS01,SS01,1294
222559,EFFINGHAM,3,03A,03A,613
221771,BARTOW,5,09 - Folsom,9,601
221277,FAYETTE,LRG,05 - Fayetteville West,5,833
22445,PAULDING,LRG,06B - Watson Government Complex,06B,3213
22607,FULTON,7,RW20,RW20,1164
22546,BUTTS,3,Towaliga,TOW,1666
22258,DEKALB,,GA - Glennwood (Dec),GA,1107
221828,MORGAN,1,10 - Madison West,10,316
221247,BRYAN,7,07 - Keller,7,1256
222475,WORTH,4,11 - Minton,11,250
22516,COBB,2,BR02 - Birney 02,BR02,1668
221456,FULTON,6,SC27,SC27,1233
221685,CLAYTON,1,PH2 - Panhandle 2,PH2,1044
22581,CHEROKEE,1,022 - Holly Springs,22,1166
222299,WHITFIELD,LRG,MC - Mill Creek,MC,828
221785,FULTON,,09B,09B,486
222447,THOMAS,1,102 - Boston,102,948
221140,NEWTON,3,13 - Beaverdam,13,1882
222438,CRISP,LRG,ARABI,ARABI,413
222389,MONROE,5,01 - Bentons,1,1011
222338,PIKE,1,2 - Hollonville,2,677
221993,BURKE,1,0004 - Gough,4,225
22604,FULTON,1,AP01A,AP01A,496
221770,HENRY,3,52 - Lake Dow,52,1859
222016,FULTON,,12M,12M,154
221446,FULTON,1,RW11A,RW11A,1406
221431,COBB,7,ME01 - McEachern 01,ME01,1495
22808,HENRY,5,45 - Swan Lake,45,1536
222262,FULTON,3,EP07B,EP07B,241
22842,NEWTON,2,20 - Stansells,20,1835
222410,FULTON,1,AP02A,AP02A,30
222732,FULTON,7,SS29B,SS29B,5
221135,LUMPKIN,LRG,North,NO,1320
222753,RANDOLPH,5,947 - Fountain Bridge--5th,947,73
222749,BRANTLEY,LRG,4 - Hortense,4,549
221681,RICHMOND,3,308,308,513
221020,FLOYD,LRG,105 - North Rome,105,1655
22120,BRYAN,7,08 - Hwy 144 East,8,937
2232,FORSYTH,3,10 - Midway,10,4595
221038,RICHMOND,6,602,602,1342
221550,CHEROKEE,6,035 - Sutallee,35,922
221787,FULTON,5,JC05,JC05,1087
221480,BALDWIN,2,321E - East Hardwick,321E,695
222605,BAKER,LRG,Anna,A,86
22478,FORSYTH,4,27 - Concord,27,2400
22228,FULTON,,03T,03T,1001
221919,OGLETHORPE,1,LX - Lexington,LX,905
222763,MONTGOMERY,2,02 - Alston,2,237
222628,ELBERT,2,191 - Eliam,191,425
222109,CLARKE,2,01A,01A,1266
2272,FULTON,3,SS05,SS05,929
22124,DOUGLAS,1,740 - First Baptist Church,740,857
222742,FULTON,1,AP01E,AP01E,21
221366,LOWNDES,,07 - Wood Valley Community Center,7,1901
22235,FULTON,6,EP06A,EP06A,1367
221103,GWINNETT,2,136 - Hog Mountain C,136,1761
22364,FULTON,1,RW09,RW09,1111
222196,LOWNDES,5,11 - Dasher City Hall,11,1913
221310,RICHMOND,7,707,707,1615
221464,HOUSTON,5,RECR - W.R. Recreation Dept,RECR,2734
221251,GLYNN,3,3743 - C B Greer School,3743,1417
22279,FULTON,,07D,07D,2374
222100,HANCOCK,1,Devereux IB,01B,810
222597,LEE,2,#5 Friendship B,5,452
221827,RICHMOND,5,509,509,282
221085,EFFINGHAM,5,05B,05B,1591
221808,RICHMOND,6,606,606,1052
221736,PEACH,2,C1 - Claude,C1,396
222782,CALHOUN,5,5 - Arlington,5,418
22968,DOUGLAS,5,1271 - Ephesus Baptist Chur,1271,1563
22686,FULTON,3,EP01B,EP01B,743
221214,DEKALB,5,FA - Fairington Elem,FA,2350
221876,CHATHAM,2,2-11C - S Gardens Christian,2-11C,853
222733,DODGE,4,Chauncey,CHAUN,207
222089,BACON,6,Taylor,TAYLO,444
221484,FULTON,2,ML011,ML011,893
222188,HART,4,7 - Shoal Creek,7,715
22717,MUSCOGEE,5,115 - Fort/Waddell,115,3606
221163,CLARKE,1,01C,01C,1108
221874,FULTON,,10P,10P,619
222398,BRYAN,4,03 - Black Creek,3,1246
222768,WARE,7,408 - Millwood,408,208
221347,FULTON,,03A,03A,951
222504,HALL,1,031 - Gillsville,31,471
222030,EARLY,1,Blakely,B,1929
221295,HARALSON,2,09 - Mt View,9,136
221113,COLQUITT,2,0022 - Tyty,22,243
221142,MUSCOGEE,8,124 - Epworth,124,2652
221273,DEKALB,2,CW - Coralwood,CW,1475
22176,DEKALB,2,LC - Lavista,LC,1452
222664,JEFF DAVIS,400,402 - Whitehead 2,402,360
22339,DEKALB,3,FC - Flat Shoals Elem,FC,1030
22493,DEKALB,4,DC - Dresden Elem,DC,1924
222034,WORTH,2,03 - Poulan,3,458
22136,CLAYTON,1,LJ1 - Lovejoy 1,LJ1,1452
22736,DEKALB,3,FJ - Flat Shoals,FJ,1063
221980,GWINNETT,2,110 - Martins G,110,1017
22658,GWINNETT,1,016 - Lawrenceville B,16,1864
22344,FULTON,5,JC09,JC09,1515
222571,LONG,4,4 - North Ludowici,4,696
222784,MITCHELL,5,HF - Hopeful,HF,193
221320,DOUGHERTY,5,14 - Litman Cathedral,14,687
221334,GWINNETT,2,090 - Lawrenceville I,90,1633
22768,MUSCOGEE,5,105 - St. Peter,105,1597
221975,WARE,3,200A - District 2a,200A,1384
221924,JENKINS,4,4 - Senior Citizens Bld,4,547
22796,COWETA,2,02 - Moreland,2,991
221302,HALL,3,005 - Oakwood III,5,1109
222622,COLQUITT,3,0011 - Funston,11,512
22962,CATOOSA,4,CAKT - Catoosa Keith,CAKT,1176
221419,FULTON,,08N2,08N2,594
222002,GILMER,LRG,12 - Big Creek,12,668
221601,GLYNN,4,4933 - Abundant Life,4933,1495
222498,MONROE,3,08 - Evers,8,768
222599,HARALSON,1,08 - Little Creek,8,305
221024,HENRY,2,29 - Lowes,29,2987
22539,FORSYTH,5,04 - Chestatee,4,2315
221865,CLAYTON,1,PH1 - Panhandle 1,PH1,1200
22127,FULTON,3,SS02A,SS02A,721
222777,APPLING,4,04B,04B,233
221497,COOK,2,Delle Beamguard,DB,1100
221568,GLYNN,4,4943 - College Place A,4943,875
22957,COWETA,5,18 - Arts Centre,18,4631
221374,COBB,5,MB01 - Mabry 01,MB01,650
222282,DEKALB,5,LD - Lithonia (Lit),LD,697
222194,GRADY,3,M - Midway,M,755
221167,ROCKDALE,,RO - Rockdale,RO,1993
22485,GWINNETT,4,002 - Rockbridge A,2,1444
222540,RICHMOND,1,109,109,260
221944,HABERSHAM,LRG,10 - View,10,922
22170,RICHMOND,7,702,702,1428
22858,FULTON,7,SS15B,SS15B,1131
221402,DEKALB,2,MG - Medlock Elem,MG,1253
221839,FULTON,,03U,03U,1078
221284,COWETA,1,27 - Ebenezer Church Road,27,645
221032,FULTON,,07F,07F,1426
221745,BURKE,4,0011 - Telfair,11,482
2268,COBB,4,WG01 - Wade Green 01,WG01,1308
221690,LAMAR,3,1713 - L C S C,1713,1348
221670,BARROW,3,13,13,1191
221790,HALL,,028 - Gainesville V,28,833
221945,WHITE,LRG,041 - Mossy Creek,41,1294
22533,DOUGHERTY,4,01 - Palmyra Rd Meth Chur,1,1409
222538,BULLOCH,2,16 - Leefield,16,414
22706,FULTON,,07E,07E,2849
221351,CLAYTON,5,JB04 - Jonesboro 4,JB04,1188
221554,COBB,1,LM04 - Lost Mountain 04,LM04,972
221908,MORGAN,3,08 - Bostwick,8,742
221638,COBB,,MR5A - Marietta 5a,MR5A,1022
222099,IRWIN,1,1421 - Roberts,1421,285
221279,FAYETTE,LRG,14 - Whitewater,14,1114
22365,COBB,7,LM02 - Lost Mountain 02,LM02,1497
221179,HENRY,2,32 - Mount Carmel,32,1284
222572,BURKE,3,0005 - Greenscut,5,506
221059,MILLER,5,1 - Colquitt-Miller,1,2234
22559,CHEROKEE,2,018 - Freehome,18,2011
22454,COLUMBIA,2,125 - Church Of Our Savior,125,1294
222057,WHITE,LRG,031 - Helen,31,299
221236,GWINNETT,1,027 - Hog Mountain B,27,1743
222126,LAURENS,1,07 - Buckeye,7,553
221230,LEE,1,#4 Leesburg,4,1484
221578,BALDWIN,2,CTY4 - Courthouse,CTY4,680
22250,COBB,6,SO02 - Sope Creek 02,SO02,2156
22239,FLOYD,LRG,090 - East Rome,90,2239
221034,CATOOSA,2,DPK - Duncan Park,DPK,1269
22774,SUMTER,5,N-26 - Concord,N-26,212
222313,SEMINOLE,1,Precinct 1,1,654
221729,WHITE,LRG,021 - Blue Ridge,21,420
222119,COLQUITT,5,0019 - Norman Park,19,1202
221636,RICHMOND,8,804,804,900
221375,QUITMAN,1,Georgetown,G,746
2245,FORSYTH,3,29 - Polo,29,2362
221023,COLUMBIA,1,132 - Wesley Methodist,132,543
221171,GWINNETT,1,104 - Rockbridge F,104,2162
222526,LINCOLN,2,2 - Lincoln Center,2,779
221174,CAMDEN,4,14 - West Saint Marys,14,1404
22328,GWINNETT,1,153 - Lawrenceville N,153,1074
22973,HOUSTON,3,HCHS - Houston County High School,HCHS,1124
22710,FULTON,,07K2,07K2,353
222494,THOMAS,2,117 - Pavo,117,394
222380,BIBB,2,GF6 - Godfrey 6,GF6,1583
22636,TERRELL,4,01 - Dawson,1,1650
222633,ELBERT,3,196 - Moss-Ruckersville,196,241
22289,HENRY,3,28 - Westside,28,3352
22336,FULTON,7,JC18,JC18,1208
22148,DEKALB,,BR - Burgess Elem (Atl),BR,1298
221852,NEWTON,4,08 - Cedar Shoals,8,1382
222583,BRYAN,3,02 - Ellabell,2,890
222813,QUITMAN,2,Morris,M,55
222302,MURRAY,LRG,874 - North,874,1102
221934,BIBB,3,RU1 - Rutland 1,RU1,2471
22481,FORSYTH,1,09 - Matt,9,2109
221162,CLARKE,1,01B,01B,1657
221219,COLUMBIA,2,115 - Martinez Baptist,115,1018
22369,GWINNETT,3,111 - Duluth H,111,1376
22737,WHITFIELD,LRG,TH - Tunnel Hill,TH,1892
22966,CARROLL,6,1111 - Bowdon,1111,1398
221801,GILMER,LRG,13 - Ellijay Northeast,13,796
221166,FULTON,4,SC16,SC16,1877
221227,NEWTON,4,02 - Town,2,2080
221199,WALKER,5,0871 - Lafayette,871,3449
221534,FAYETTE,LRG,36 - Antioch,36,785
222679,JOHNSON,5,1266 - Smith,1266,403
222469,HEARD,3,Walnut Hill,WAL,195
222140,CHATHAM,5,5-7 C - Elks Lodge,5-7 C,1162
222715,LAURENS,5,10 - Cadwell,10,367
22956,LIBERTY,5,12 - Lib Co Pre-K Sch Gym,12,1297
22716,TALIAFERRO,4,601 - Crawfordville,601,563
221329,DEKALB,5,CS - Cedar Grove South,CS,1500
22106,MITCHELL,5,BV - Branchville,BV,333
221985,DEKALB,7,CP - Crossroads,CP,1154
22961,TROUP,3,06 - Hogansville,6,1568
221696,BRYAN,4,04 - Ways Station,4,695
22406,DEKALB,5,KC - Kelley Chapel Road,KC,519
22623,GWINNETT,5,037 - Pinckneyville E,37,1300
222537,GRADY,1,B - Blowing Cave,B,456
22286,DEKALB,3,CM - Columbia Middle,CM,1161
222555,TOOMBS,4,15362 - Santa Claus,15362,728
221450,HALL,4,032 - Big Hickory,32,1476
221835,GRADY,2,WL - Woodland,WL,1123
221318,RICHMOND,6,604,604,817
221584,LOWNDES,5,12 - South Lowndes Recreation Center,12,1680
221582,BULLOCH,7,10 - Emit,10,1220
221415,FAYETTE,LRG,17 - Oak Grove,17,832
22378,FORSYTH,2,25 - Windermere,25,3545
22312,COBB,,MR5B - Marietta 5b,MR5B,1183
22948,HOUSTON,1,NSMS - Northside Middle School,NSMS,1955
22861,CARROLL,2,649 - Temple County,649,1695
22183,CLAYTON,1,LJ2 - Lovejoy 2,LJ2,1363
221809,STEPHENS,LRG,8 - Big Smith,8,1542
222773,TOOMBS,6,1403 - Marvin,1403,184
22571,FULTON,1,RW03,RW03,2238
22916,GWINNETT,2,009 - Pucketts A,9,1765
221065,HOUSTON,1,NSES - Northside Elementary School,NSES,1443
22275,RICHMOND,4,403,403,964
2246,DEKALB,4,SA - Sagamore Hills Elem,SA,1332
222656,LAMAR,2,1712C - Redbone,1712C,275
22416,DEKALB,2,BE - Briarwood,BE,1346
221680,DEKALB,3,CC - Columbia Elem,CC,828
221130,DEKALB,4,BH - Brockett,BH,1297
222568,WARE,4,406 - Jamestown,406,786
22685,COBB,7,RR01 - Red Rock 01,RR01,1191
22353,COBB,2,OK01 - Oakdale 01,OK01,1820
221938,LUMPKIN,LRG,South West,SW,1423
221156,HENRY,4,39 - Stockbridge East,39,965
222091,FLOYD,LRG,115 - Texas Valley,115,331
222292,MORGAN,1,01 - Madison East,1,981
221733,WALTON,3,421 - Loganville South,421,1655
222665,BURKE,4,0001 - Alexander,1,181
221713,IRWIN,3,1529 - Ocilla,1529,1424
2250,FAYETTE,LRG,11 - Shakerag East,11,974
222419,MARION,2,539 - Doyle,539,108
22987,OGLETHORPE,5,PH - Pleasant Hill,PH,463
222133,PUTNAM,1,102,102,549
221260,COBB,7,OR01 - Oregon 01,OR01,720
222651,MERIWETHER,4,01 - Chalybeate,1,237
221866,CLAYTON,6,JB13 - Jonesboro 13,JB13,686
22215,FULTON,,07B,07B,1180
221804,LAURENS,4,13 - Hampton Mill,13,807
221868,COBB,3,CL01 - Clarkdale 01,CL01,901
22910,BARTOW,5,01 - Adairsville,1,2976
222718,JONES,1,08 - Sanders,8,96
221019,NEWTON,4,05 - Covington Mills,5,1294
222363,GILMER,LRG,06 - Cherry Log,6,466
221712,CHEROKEE,2,003 - Avery,3,1065
221914,HENRY,3,34 - Wesley Lakes,34,2026
221189,PAULDING,LRG,04C - Russom Elementary School,04C,3786
221909,FULTON,2,JC04B,JC04B,130
22341,MCINTOSH,2,271 - North Darien,271,1278
221633,FULTON,,01T,01T,930
221386,GWINNETT,2,071 - Lawrenceville F,71,1521
221523,BIBB,6,HO6 - Howard 6,HO6,1174
22841,COBB,7,VA01 - Vaughan 01,VA01,1334
22110,RICHMOND,7,706,706,1716
2253,FULTON,,02E,02E,1038
221112,COBB,4,WG02 - Wade Green 02,WG02,929
22247,RICHMOND,3,306,306,2184
221870,JACKSON,,S0255 - Minish,S0255,1728
221437,GWINNETT,4,053 - Cates H,53,1746
221811,EFFINGHAM,5,05A,05A,1255
221425,COBB,1,DU01 - Durham 01,DU01,1468
221899,FULTON,,01F,01F,450
22975,CARROLL,,714A6 - Tabernacle Church,714A6,754
22771,COBB,1,AC1A - Acworth 1a,AC1A,2221
221933,CAMDEN,1,03 - Woodbine,3,953
22216,FULTON,,08L,08L,2526
221123,HOUSTON,4,TMS - Thomson Middle School,TMS,3406
22817,CLAYTON,9,EW1 - Ellenwood,EW1,2373
221806,GWINNETT,3,128 - Goodwins H,128,1149
222062,STEPHENS,LRG,4 - Broad River,4,516
221069,GWINNETT,4,005 - Baycreek A,5,1071
222544,BALDWIN,4,1714 - Scottsboro,1714,564
22201,DOUGLAS,5,1272 - Bill Arp,1272,2182
221410,DEKALB,,EA - East Lake Elem (Atl),EA,1792
22523,FULTON,5,JC03B,JC03B,970
222697,GRADY,3,R - Ragan,R,289
222699,EMANUEL,4,1333 - Canoochee,1333,335
22731,CLAYTON,6,JB07 - Jonesboro 7,JB07,1421
222205,MCINTOSH,4,22 - South Newport,22,1104
22299,CHATHAM,2,2-5 C - Holy Spirit Lutheran,2-5 C,921
22687,DOUGLAS,1,1275 - Lithia High School,1275,3258
222235,CHATHAM,8,8-6 C - Tompkins Rec Center,8-6 C,517
22238,COBB,5,SM03 - Sewell Mill 03,SM03,2428
221062,HART,3,2 - Hartwell,2,3228
221618,FULTON,4,CH04A,CH04A,217
221718,TROUP,3,10 - McLendon,10,1596
22905,CHEROKEE,2,013 - Clayton,13,1190
222516,FULTON,6,SC08A,SC08A,6
221825,FULTON,4,SC01B,SC01B,1612
22596,CLAYTON,6,JB11 - Jonesboro 11,JB11,1545
222766,CLINCH,2,Dupont,D,164
2224,DEKALB,1,MU - Montgomery Elem,MU,1830
22306,DEKALB,3,GC - Gresham Park Elem,GC,1377
222796,SUMTER,5,29 - Andersonville,29,246
221789,DEKALB,3,PN - Piney Grove,PN,868
221280,MCDUFFIE,5,138 - Shrine,138,279
22816,FULTON,,04X1,04X1,867
22997,HARALSON,1,11 - Berea-Steadman,11,292
221309,COLUMBIA,3,063 - Riverside Elementary,63,537
22399,GWINNETT,5,101 - Pinckneyville U,101,1209
22473,DEKALB,,JA - Johnson Estates (Atl),JA,522
222814,CLAY,3,3 - Courthouse,3,217
221132,HENRY,3,58 - Mt. Bethel,58,1249
222018,FULTON,,10R,10R,456
222452,JACKSON,4,1747 - Attica,1747,644
221947,PUTNAM,5,104,104,874
22307,CLARKE,5,05C,05C,1071
222183,RICHMOND,2,204,204,493
222381,LINCOLN,1,1-A - Midway,01-A,277
221157,CLAYTON,2,JB02 - Jonesboro 2,JB02,1819
221569,RICHMOND,1,104,104,1596
22770,TROUP,5,03 - Hammett Rd,3,2052
221290,COBB,7,MC01 - MacLand 01,MC01,1892
222783,CLINCH,2,Arabia,AB,66
22303,FULTON,,02S,02S,1703
222264,RANDOLPH,3,718B - Cuthbert,718B,237
22158,FLOYD,LRG,065 - East Lindale,65,1647
22639,CRISP,LRG,CONEY,CONEY,412
221039,FULTON,,05A1,05A1,2434
221741,MCDUFFIE,4,136 - Thomson Depot,136,1131
22351,FULTON,1,RW17,RW17,1386
222467,RANDOLPH,1,954 - Springvale,954,159
222275,MORGAN,5,02 - Buckhead,2,787
22899,CLAYTON,7,FP4 - Forest Park 4,FP4,888
222712,COLQUITT,5,0016 - Millcreek,16,208
222423,PICKENS,LRG,03 - Hinton,3,347
222303,WHITFIELD,LRG,TR - Trichum,TR,619
221723,BRANTLEY,LRG,9 - Nahunta,9,1021
221144,BALDWIN,5,CTY5 - Fire Dept,CTY5,630
22653,GWINNETT,4,093 - Cates M,93,1556
221089,HENRY,2,50 - Pates Creek,50,2352
222372,MURRAY,LRG,1291 - Southwest,1291,1618
22114,COBB,6,SN1A - Smyrna 1a,SN1A,2221
221651,DEKALB,6,SV - Stephenson High,SV,1435
22848,GWINNETT,2,026 - Hog Mountain A,26,1867
222358,CHATTOOGA,LRG,968 - Alpine,968,529
221605,DEKALB,3,CQ - Candler,CQ,1554
222750,BACON,4,New Lacy,NEW L,567
2243,FULTON,3,SS12,SS12,1237
222117,COOK,1,Elm-Pine,EP,341
222611,ELBERT,3,199 - Gaines,199,275
22267,MUSCOGEE,3,110 - Cusseta Rd,110,3367
222212,FANNIN,LRG,Flinthill,FLIN,1601
221598,CHATHAM,3,3-5 C - Aldersgate Youth Cen,3-5 C,966
22941,DOUGLAS,3,739 - Lutheran Church - Gs,739,1580
22415,DEKALB,1,KF - Kittredge Elem,KF,1234
222362,NEWTON,1,16 - Newborn,16,346
221836,RANDOLPH,4,131 - Coleman,131,129
221264,MERIWETHER,1,09 - Middle 9th-Gay,9,192
22809,COWETA,2,16 - Turkey Creek,16,525
22391,CLARKE,6,06B,06B,1858
221960,SUMTER,1,17 - Thomson,17,388
222128,FULTON,,02F2,02F2,379
2293,GWINNETT,3,082 - Duluth E,82,2611
22412,DEKALB,5,FK - Flakes Mill Fire Sta,FK,804
22725,RICHMOND,8,807,807,644
222754,RANDOLPH,4,934 - Carnegie,934,201
